Country,Year,Month,Category,Brand,Data Type,Tier 1,Tier 2,Tier 3,Expense
Brazil,2022,6,RTD Tea,Lipton,A&M,PULL - working,Other Working,All Other Working,"8,881"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,Digital Ad Production,-989
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,TV Print Radio OOH Prod,682
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"25,211"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,In Store and POS Design/Development,"1,231"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"2,425"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"26,252"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Innovation Insights,"-2,145"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Strategic Insights,"4,397"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"50,897"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Cross Charges,"24,933"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,"786,830"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Digital Media,"-3,079"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Media Placements,"88,980"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,"20,418"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,Cross Charges,"3,400"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,Excluded non-A&M Items,"-819,235"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Product Samples,569
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Sample Executing,"3,234"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Other Sponsorships,"2,288"
Brazil,2022,6,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Sponsorships,"1,536"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,Digital Ad Production,"75,321"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"9,941"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Media Agency Fees,136
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"5,613"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Customer / Retail and Insights and Analytics,"50,549"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Innovation Insights,523
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Strategic Insights,"7,909"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,All Other Non Working,"13,835"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"144,980"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,"15,202"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Fall In / Fall Out,"3,003"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Media Placements,"347,546"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - working,Other Working,All Other Working,873
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"19,770"
Brazil,2022,7,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Excluded non-A&M Items,"-6,092"
Brazil,2022,7,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,CDAs,"6,092"
Brazil,2022,7,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Ad Production,Digital Ad Production,360
Brazil,2022,7,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"12,127"
Brazil,2022,7,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"53,794"
Brazil,2022,7,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"1,603"
Brazil,2022,7,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Insight,Customer / Retail and Insights and Analytics,"16,850"
Brazil,2022,7,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Insight,Innovation Insights,753
Brazil,2022,7,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Other Non Working,All Other Non Working,"1,444"
Brazil,2022,7,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,-224
Brazil,2022,7,CSD Lemon Lime,H2OH,A&M,PULL - working,Media Placements,Media Placements,"128,303"
Brazil,2022,7,RTD Tea,Lipton,A&M,PULL - Non working,Other Non Working,All Other Non Working,"3,352"
Brazil,2022,7,RTD Tea,Lipton,A&M,PULL - Non working,Package Design,Package Design,89
Brazil,2022,7,RTD Tea,Lipton,A&M,PULL - working,Media Placements,Media Placements,"8,672"
Brazil,2022,7,RTD Tea,Lipton,A&M,PULL - working,Other Working,All Other Working,"8,022"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,Digital Ad Production,"-4,796"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"13,208"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"11,311"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Customer / Retail and Insights and Analytics,"20,109"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Strategic Insights,"2,201"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"51,183"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Cross Charges,"24,933"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,-461
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Future Use,273
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Media Placements,"157,799"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,59
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,Cross Charges,"3,400"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Product Samples,"6,366"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Sample Executing,"9,724"
Brazil,2022,7,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Other Sponsorships,"2,237"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,Digital Ad Production,"-25,764"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"9,008"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"4,874"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"1,330"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Customer / Retail and Insights and Analytics,"26,089"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Innovation Insights,458
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Strategic Insights,"33,935"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,All Other Non Working,"75,644"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"144,980"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - Non working,Package Design,Package Design,"1,911"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Media Placements,"578,312"
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - working,Other Working,All Other Working,433
Brazil,2022,8,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"19,770"
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Ad Production,Digital Ad Production,"5,379"
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"5,946"
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"1,950"
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"1,572"
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Insight,Customer / Retail and Insights and Analytics,"18,121"
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Insight,Innovation Insights,"1,215"
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Insight,Strategic Insights,"19,366"
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Other Non Working,All Other Non Working,"7,895"
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,-88
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - working,Media Placements,Digital Media,705
Brazil,2022,8,CSD Lemon Lime,H2OH,A&M,PULL - working,Media Placements,Media Placements,"205,030"
Brazil,2022,8,RTD Tea,Lipton,A&M,PULL - Non working,Other Non Working,All Other Non Working,"17,045"
Brazil,2022,8,RTD Tea,Lipton,A&M,PULL - working,Media Placements,Media Placements,"38,346"
Brazil,2022,8,RTD Tea,Lipton,A&M,PULL - working,Other Working,All Other Working,"9,716"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"10,240"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"46,936"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Innovation Insights,"9,571"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,All Other Non Working,"146,780"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Cross Charges,"24,933"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,"3,474"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - Non working,Package Design,Package Design,361
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - working,Consumer Promotions,Other Consumer Promotions,"5,161"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Media Placements,"129,187"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,All Other Working,"-121,343"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,Cross Charges,"3,400"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Other Sampling,"238,329"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Product Samples,"2,432"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Sample Executing,"8,901"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Other Sponsorships,"2,193"
Brazil,2022,8,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Sponsorships,"499,070"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,Digital Ad Production,"16,460"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"11,356"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"2,433"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"2,936"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Customer / Retail and Insights and Analytics,"34,819"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Strategic Insights,"110,914"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,All Other Non Working,"-5,964"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"144,980"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Digital Media,"1,897"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Media Placements,"484,480"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"19,770"
Brazil,2022,9,CSD Colas,PEPSI,A&M,PULL - working,Sampling,Other Sampling,950
Brazil,2022,9,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,CDAs,"630,256"
Brazil,2022,9,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Ad Production,Digital Ad Production,-386
Brazil,2022,9,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"5,936"
Brazil,2022,9,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"1,946"
Brazil,2022,9,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"1,569"
Brazil,2022,9,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Insight,Customer / Retail and Insights and Analytics,"8,247"
Brazil,2022,9,CSD Lemon Lime,H2OH,A&M,PULL - working,Media Placements,Digital Media,"7,479"
Brazil,2022,9,CSD Lemon Lime,H2OH,A&M,PULL - working,Media Placements,Media Placements,"183,368"
Brazil,2022,9,CSD Lemon Lime,H2OH,STB,Others,Bottler Cooperative,CDAs,"2,533"
Brazil,2022,9,RTD Tea,Lipton,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"16,949"
Brazil,2022,9,RTD Tea,Lipton,A&M,PULL - Non working,Insight,Innovation Insights,"4,873"
Brazil,2022,9,RTD Tea,Lipton,A&M,PULL - Non working,Insight,Strategic Insights,"3,047"
Brazil,2022,9,RTD Tea,Lipton,A&M,PULL - Non working,Other Non Working,All Other Non Working,13
Brazil,2022,9,RTD Tea,Lipton,A&M,PULL - Non working,Package Design,Package Design,"2,489"
Brazil,2022,9,RTD Tea,Lipton,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"17,875"
Brazil,2022,9,RTD Tea,Lipton,A&M,PULL - working,Media Placements,Digital Media,"6,858"
Brazil,2022,9,RTD Tea,Lipton,A&M,PULL - working,Media Placements,Media Placements,"39,690"
Brazil,2022,9,RTD Tea,Lipton,A&M,PULL - working,Other Working,All Other Working,"-79,649"
Brazil,2022,9,RTD Tea,Lipton,STB,Others,Bottler Cooperative,CDAs,"5,465"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,Digital Ad Production,"-3,577"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"9,546"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"2,433"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"-2,770"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Customer / Retail and Insights and Analytics,"2,285"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Cross Charges,"24,933"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,"10,578"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - Non working,Package Design,Package Design,-360
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"10,663"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - working,Consumer Promotions,Other Consumer Promotions,"-2,513"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Digital Media,"-2,433"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Media Placements,"226,640"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,Cross Charges,"3,400"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Other Sampling,"-95,280"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Product Samples,"-2,337"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Sample Executing,"5,266"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Other Sponsorships,"79,376"
Brazil,2022,9,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Sponsorships,"-279,989"
Brazil,2022,9,Sport Drinks,Gatorade,STB,Others,Bottler Cooperative,CDAs,"99,575"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,Digital Ad Production,"5,186"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"8,760"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"2,316"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"2,795"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Customer / Retail and Insights and Analytics,"41,727"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,All Other Non Working,"23,105"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"144,980"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Fall In / Fall Out,"2,690"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - Non working,Package Design,Package Design,972
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Digital Media,"55,703"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Media Placements,"656,994"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"19,770"
Brazil,2022,10,CSD Colas,PEPSI,A&M,PULL - working,Sampling,Other Sampling,904
Brazil,2022,10,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Ad Production,Digital Ad Production,"1,992"
Brazil,2022,10,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"5,650"
Brazil,2022,10,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"1,853"
Brazil,2022,10,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"1,494"
Brazil,2022,10,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Insight,Innovation Insights,"2,245"
Brazil,2022,10,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Insight,Strategic Insights,"4,246"
Brazil,2022,10,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Other Non Working,All Other Non Working,"2,411"
Brazil,2022,10,CSD Lemon Lime,H2OH,A&M,PULL - working,Media Placements,Digital Media,"7,654"
Brazil,2022,10,CSD Lemon Lime,H2OH,A&M,PULL - working,Media Placements,Media Placements,"226,160"
Brazil,2022,10,RTD Tea,Lipton,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"2,095"
Brazil,2022,10,RTD Tea,Lipton,A&M,PULL - Non working,Insight,Innovation Insights,"4,935"
Brazil,2022,10,RTD Tea,Lipton,A&M,PULL - Non working,Other Non Working,All Other Non Working,"5,227"
Brazil,2022,10,RTD Tea,Lipton,A&M,PULL - Non working,Package Design,Package Design,"-2,452"
Brazil,2022,10,RTD Tea,Lipton,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"1,839"
Brazil,2022,10,RTD Tea,Lipton,A&M,PULL - working,Media Placements,Media Placements,"53,728"
Brazil,2022,10,RTD Tea,Lipton,A&M,PULL - working,Other Working,All Other Working,297
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - Non working,Ad Production,Digital Ad Production,"2,830"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"4,234"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Other Agency Fees,285
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Brand Building,"23,027"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Innovation Insights,"1,598"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Strategic Insights,"5,662"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Cross Charges,"24,933"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,"-8,901"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Future Use,"2,033"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Media Placements,"189,156"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,Cross Charges,"3,400"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Other Sampling,"7,311"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Product Samples,"15,084"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Sample Executing,"1,178"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Other Sponsorships,"4,069"
Brazil,2022,10,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Sponsorships,"78,610"
Brazil,2022,10,Sport Drinks,Gatorade,STB,Others,Bottler Cooperative,CDAs,"7,563"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - Non working,Ad Production,Digital Ad Production,"28,595"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"11,728"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"2,303"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"2,418"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - Non working,Insight,Innovation Insights,"-3,237"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,All Other Non Working,"22,240"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Cross Charges,"144,980"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,"75,396"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Digital Media,"244,696"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - working,Media Placements,Media Placements,"635,838"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - working,Other Working,Cross Charges,"511,124"
Brazil,2022,11,CSD Colas,PEPSI,A&M,PULL - working,Sampling,Other Sampling,899
Brazil,2022,11,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,CDAs,"-102,399"
Brazil,2022,11,CSD Colas,PEPSI,STB,Others,Bottler Cooperative,Price Support,"9,895"
Brazil,2022,11,CSD Colas,PEPSI,STB,PUSH,Trade Equipment,"Stands/ Racks, Other Trade Equipment","14,090"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Ad Production,Digital Ad Production,"3,051"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"5,620"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Media Agency Fees,"1,843"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"1,486"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Insight,Innovation Insights,"11,071"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Insight,Strategic Insights,"7,463"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Other Non Working,All Other Non Working,"2,321"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,"-135,735"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - working,Media Placements,Digital Media,"258,628"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - working,Media Placements,Media Placements,"168,310"
Brazil,2022,11,CSD Lemon Lime,H2OH,A&M,PULL - working,Other Working,All Other Working,"22,481"
Brazil,2022,11,RTD Tea,Lipton,A&M,PULL - Non working,Agency Fees,Other Agency Fees,"4,778"
Brazil,2022,11,RTD Tea,Lipton,A&M,PULL - Non working,Insight,Innovation Insights,"3,145"
Brazil,2022,11,RTD Tea,Lipton,A&M,PULL - Non working,Other Non Working,All Other Non Working,"81,101"
Brazil,2022,11,RTD Tea,Lipton,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"12,554"
Brazil,2022,11,RTD Tea,Lipton,A&M,PULL - working,Media Placements,Digital Media,470
Brazil,2022,11,RTD Tea,Lipton,A&M,PULL - working,Media Placements,Media Placements,"11,517"
Brazil,2022,11,RTD Tea,Lipton,A&M,PULL - working,Other Working,All Other Working,"-4,756"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - Non working,Agency Fees,Creative Agency Fees,"9,038"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Customer / Retail and Insights and Analytics,"-2,163"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - Non working,Insight,Innovation Insights,"14,621"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Cross Charges,"24,933"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Excluded non-A&M Items,"-48,962"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - Non working,Other Non Working,Future Use,"2,620"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - working,Consumer Promotions,Consumer Promotions Execution,"22,631"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Digital Media,"66,036"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Future Use,"1,061"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - working,Media Placements,Media Placements,"94,065"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - working,Other Working,Cross Charges,"3,400"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Other Sampling,"16,137"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Product Samples,"22,769"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - working,Sampling,Sample Executing,"2,486"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Other Sponsorships,"2,073"
Brazil,2022,11,Sport Drinks,Gatorade,A&M,PULL - working,Sponsorships,Sponsorships,"75,668"
